"","long","lat","group","order","region","subregion"
"7775",-122.847877502441,39.5856552124023,173,7775,"california","lake"
"7776",-122.744743347168,39.5856552124023,173,7776,"california","lake"
"7777",-122.73902130127,39.4997100830078,173,7777,"california","lake"
"7778",-122.710372924805,39.4481430053711,173,7778,"california","lake"
"7779",-122.727554321289,39.3908500671387,173,7779,"california","lake"
"7780",-122.77912902832,39.3908500671387,173,7780,"california","lake"
"7781",-122.807769775391,39.3851165771484,173,7781,"california","lake"
"7782",-122.77912902832,39.3793907165527,173,7782,"california","lake"
"7783",-122.756202697754,39.3736610412598,173,7783,"california","lake"
"7784",-122.76766204834,39.339282989502,173,7784,"california","lake"
"7785",-122.761940002441,39.2934455871582,173,7785,"california","lake"
"7786",-122.69319152832,39.2590675354004,173,7786,"california","lake"
"7787",-122.658805847168,39.2132339477539,173,7787,"california","lake"
"7788",-122.618698120117,39.2189598083496,173,7788,"california","lake"
"7789",-122.601516723633,39.2075004577637,173,7789,"california","lake"
"7790",-122.515563964844,39.2132339477539,173,7790,"california","lake"
"7791",-122.48119354248,39.1788520812988,173,7791,"california","lake"
"7792",-122.48119354248,39.138744354248,173,7792,"california","lake"
"7793",-122.509841918945,39.1215591430664,173,7793,"california","lake"
"7794",-122.486915588379,39.0929069519043,173,7794,"california","lake"
"7795",-122.492652893066,39.0470733642578,173,7795,"california","lake"
"7796",-122.475456237793,39.0241546630859,173,7796,"california","lake"
"7797",-122.423889160156,38.9955062866211,173,7797,"california","lake"
"7798",-122.406700134277,38.9668617248535,173,7798,"california","lake"
"7799",-122.400978088379,38.9324798583984,173,7799,"california","lake"
"7801",-120.006011962891,41.2013931274414,174,7801,"california","lassen"
"7802",-120.006011962891,39.7002449035645,174,7802,"california","lassen"
"7803",-120.154983520508,39.7117042541504,174,7803,"california","lassen"
"7804",-120.160705566406,39.7403526306152,174,7804,"california","lassen"
"7805",-120.143516540527,39.7460823059082,174,7805,"california","lassen"
"7806",-120.114875793457,39.774730682373,174,7806,"california","lassen"
"7807",-120.103408813477,39.8721351623535,174,7807,"california","lassen"
"7808",-120.114875793457,39.923698425293,174,7808,"california","lassen"
"7809",-120.17790222168,39.9752655029297,174,7809,"california","lassen"
"7810",-120.229469299316,40.0783996582031,174,7810,"california","lassen"
"7811",-120.275299072266,40.1242332458496,174,7811,"california","lassen"
"7812",-120.344055175781,40.1242332458496,174,7812,"california","lassen"
"7813",-120.573234558105,40.2903900146484,174,7813,"california","lassen"
"7814",-120.653450012207,40.3133087158203,174,7814,"california","lassen"
"7815",-120.762321472168,40.3362274169922,174,7815,"california","lassen"
"7816",-120.88264465332,40.2502861022949,174,7816,"california","lassen"
"7817",-120.888366699219,40.2159080505371,174,7817,"california","lassen"
"7818",-120.922744750977,40.2044486999512,174,7818,"california","lassen"
"7819",-120.974304199219,40.233097076416,174,7819,"california","lassen"
"7820",-121.077438354492,40.2732048034668,174,7820,"california","lassen"
"7821",-121.071716308594,40.4680099487305,174,7821,"california","lassen"
"7822",-121.255065917969,40.4680099487305,174,7822,"california","lassen"
"7823",-121.329544067383,40.4737358093262,174,7823,"california","lassen"
"7824",-121.341003417969,41.2013931274414,174,7824,"california","lassen"
"7825",-120.006011962891,41.2013931274414,174,7825,"california","lassen"
"7827",-118.894470214844,34.8186454772949,175,7827,"california","los angeles"
"7828",-117.651153564453,34.8186454772949,175,7828,"california","los angeles"
"7829",-117.662620544434,34.7842674255371,175,7829,"california","los angeles"
"7830",-117.662620544434,34.5608139038086,175,7830,"california","los angeles"
"7831",-117.651153564453,34.5550842285156,175,7831,"california","los angeles"
"7832",-117.656883239746,34.4634094238281,175,7832,"california","los angeles"
"7833",-117.645416259766,34.2686042785645,175,7833,"california","los angeles"
"7834",-117.737091064453,34.0222358703613,175,7834,"california","los angeles"
"7835",-117.765739440918,34.0279655456543,175,7835,"california","los angeles"
"7836",-117.80012512207,33.9763984680176,175,7836,"california","los angeles"
"7837",-117.78865814209,33.9649391174316,175,7837,"california","los angeles"
"7838",-117.78865814209,33.9420204162598,175,7838,"california","los angeles"
"7839",-117.823043823242,33.9420204162598,175,7839,"california","los angeles"
"7840",-117.972007751465,33.9362907409668,175,7840,"california","los angeles"
"7841",-117.977737426758,33.901912689209,175,7841,"california","los angeles"
"7842",-118.063682556152,33.8331565856934,175,7842,"california","los angeles"
"7843",-118.092330932617,33.8045082092285,175,7843,"california","los angeles"
"7844",-118.092330932617,33.7758636474609,175,7844,"california","los angeles"
"7845",-118.138160705566,33.7873191833496,175,7845,"california","los angeles"
"7846",-118.172546386719,33.7930526733398,175,7846,"california","los angeles"
"7847",-118.206932067871,33.7758636474609,175,7847,"california","los angeles"
"7848",-118.235572814941,33.7758636474609,175,7848,"california","los angeles"
"7849",-118.235572814941,33.7529449462891,175,7849,"california","los angeles"
"7850",-118.247032165527,33.7357559204102,175,7850,"california","los angeles"
"7851",-118.281402587891,33.7357559204102,175,7851,"california","los angeles"
"7852",-118.304328918457,33.7472152709961,175,7852,"california","los angeles"
"7853",-118.327247619629,33.7529449462891,175,7853,"california","los angeles"
"7854",-118.36735534668,33.7644004821777,175,7854,"california","los angeles"
"7855",-118.390266418457,33.7815933227539,175,7855,"california","los angeles"
"7856",-118.390266418457,33.8045082092285,175,7856,"california","los angeles"
"7857",-118.373077392578,33.8274269104004,175,7857,"california","los angeles"
"7858",-118.36735534668,33.8560752868652,175,7858,"california","los angeles"
"7859",-118.390266418457,33.9133720397949,175,7859,"california","los angeles"
"7860",-118.441833496094,33.9821281433105,175,7860,"california","los angeles"
"7861",-118.45329284668,34.0107727050781,175,7861,"california","los angeles"
"7862",-118.481941223145,34.0279655456543,175,7862,"california","los angeles"
"7863",-118.533508300781,34.039421081543,175,7863,"california","los angeles"
"7864",-118.659568786621,34.0508804321289,175,7864,"california","los angeles"
"7865",-118.728317260742,34.039421081543,175,7865,"california","los angeles"
"7866",-118.774147033691,34.03369140625,175,7866,"california","los angeles"
"7867",-118.808532714844,34.039421081543,175,7867,"california","los angeles"
"7868",-118.928855895996,34.0680732727051,175,7868,"california","los angeles"
"7869",-118.94603729248,34.0795288085938,175,7869,"california","los angeles"
"7870",-118.951774597168,34.1081771850586,175,7870,"california","los angeles"
"7871",-118.774147033691,34.176929473877,175,7871,"california","los angeles"
"7872",-118.66529083252,34.176929473877,175,7872,"california","los angeles"
"7873",-118.671012878418,34.2399559020996,175,7873,"california","los angeles"
"7874",-118.630905151367,34.2456855773926,175,7874,"california","los angeles"
"7875",-118.61946105957,34.2857933044434,175,7875,"california","los angeles"
"7876",-118.883010864258,34.7842674255371,175,7876,"california","los angeles"
"7877",-118.894470214844,34.8186454772949,175,7877,"california","los angeles"
"7879",-119.295539855957,37.7751083374023,176,7879,"california","madera"
"7880",-119.266891479492,37.7464599609375,176,7880,"california","madera"
"7881",-119.232521057129,37.7235412597656,176,7881,"california","madera"
"7882",-119.209602355957,37.7292709350586,176,7882,"california","madera"
"7883",-119.163757324219,37.7350006103516,176,7883,"california","madera"
"7884",-119.106460571289,37.7292709350586,176,7884,"california","madera"
"7885",-119.06063079834,37.6719779968262,176,7885,"california","madera"
"7886",-119.026252746582,37.6204071044922,176,7886,"california","madera"
"7887",-119.014785766602,37.5803031921387,176,7887,"california","madera"
"7888",-119.043434143066,37.5631141662598,176,7888,"california","madera"
"7889",-119.261169433594,37.3912239074707,176,7889,"california","madera"
"7890",-119.318458557129,37.3282012939453,176,7890,"california","madera"
"7891",-119.318458557129,37.2709045410156,176,7891,"california","madera"
"7892",-119.335647583008,37.1964225769043,176,7892,"california","madera"
"7893",-119.381484985352,37.1563148498535,176,7893,"california","madera"
"7894",-119.404411315918,37.1735038757324,176,7894,"california","madera"
"7895",-119.467422485352,37.1162071228027,176,7895,"california","madera"
"7896",-119.48462677002,37.1391220092773,176,7896,"california","madera"
"7897",-119.496070861816,37.1448516845703,176,7897,"california","madera"
"7898",-119.52473449707,37.1391220092773,176,7898,"california","madera"
"7899",-119.564834594727,37.1448516845703,176,7899,"california","madera"
"7900",-119.564834594727,37.1219329833984,176,7900,"california","madera"
"7901",-119.536178588867,37.0990142822266,176,7901,"california","madera"
"7902",-119.564834594727,37.070369720459,176,7902,"california","madera"
"7903",-119.604942321777,37.070369720459,176,7903,"california","madera"
"7904",-119.61067199707,37.0417213439941,176,7904,"california","madera"
"7905",-119.627853393555,37.0188026428223,176,7905,"california","madera"
"7906",-119.639312744141,37.0417213439941,176,7906,"california","madera"
"7907",-119.65650177002,37.0417213439941,176,7907,"california","madera"
"7908",-119.65650177002,37.0188026428223,176,7908,"california","madera"
"7909",-119.72526550293,36.9844245910645,176,7909,"california","madera"
"7910",-119.736709594727,36.927131652832,176,7910,"california","madera"
"7911",-119.76537322998,36.9042129516602,176,7911,"california","madera"
"7912",-119.776832580566,36.8698310852051,176,7912,"california","madera"
"7913",-119.942985534668,36.8297271728516,176,7913,"california","madera"
"7914",-119.97737121582,36.8239974975586,176,7914,"california","madera"
"7915",-120.10913848877,36.8010787963867,176,7915,"california","madera"
"7916",-120.275299072266,36.755241394043,176,7916,"california","madera"
"7917",-120.326866149902,36.7838897705078,176,7917,"california","madera"
"7918",-120.372695922852,36.7838897705078,176,7918,"california","madera"
"7919",-120.384162902832,36.8068084716797,176,7919,"california","madera"
"7920",-120.435729980469,36.8411865234375,176,7920,"california","madera"
"7921",-120.452911376953,36.8698310852051,176,7921,"california","madera"
"7922",-120.452911376953,36.9156684875488,176,7922,"california","madera"
"7923",-120.464370727539,36.9557762145996,176,7923,"california","madera"
"7924",-120.51594543457,37.0130767822266,176,7924,"california","madera"
"7925",-120.533126831055,37.0359916687012,176,7925,"california","madera"
"7926",-120.51594543457,37.058910369873,176,7926,"california","madera"
"7927",-120.464370727539,37.0990142822266,176,7927,"california","madera"
"7928",-120.401344299316,37.1219329833984,176,7928,"california","madera"
"7929",-120.344055175781,37.1276664733887,176,7929,"california","madera"
"7930",-120.309684753418,37.1563148498535,176,7930,"california","madera"
"7931",-120.26383972168,37.1677703857422,176,7931,"california","madera"
"7932",-120.189361572266,37.1677703857422,176,7932,"california","madera"
"7933",-120.114875793457,37.1563148498535,176,7933,"california","madera"
"7934",-120.086227416992,37.1735038757324,176,7934,"california","madera"
"7935",-120.046119689941,37.1849594116211,176,7935,"california","madera"
"7936",-120.017471313477,37.207878112793,176,7936,"california","madera"
"7937",-119.885696411133,37.3110122680664,176,7937,"california","madera"
"7938",-119.753913879395,37.4141426086426,176,7938,"california","madera"
"7939",-119.645050048828,37.4198760986328,176,7939,"california","madera"
"7940",-119.645050048828,37.4599800109863,176,7940,"california","madera"
"7941",-119.61067199707,37.4657135009766,176,7941,"california","madera"
"7942",-119.61067199707,37.4943580627441,176,7942,"california","madera"
"7943",-119.576286315918,37.4943580627441,176,7943,"california","madera"
"7944",-119.576286315918,37.5573844909668,176,7944,"california","madera"
"7945",-119.335647583008,37.7521896362305,176,7945,"california","madera"
"7946",-119.295539855957,37.7751083374023,176,7946,"california","madera"
"7948",-122.945289611816,38.3022308349609,177,7948,"california","marin"
"7949",-122.899444580078,38.3136863708496,177,7949,"california","marin"
"7950",-122.761940002441,38.2220153808594,177,7950,"california","marin"
"7951",-122.641616821289,38.1704483032227,177,7951,"california","marin"
"7952",-122.584312438965,38.1819076538086,177,7952,"california","marin"
"7953",-122.504104614258,38.113151550293,177,7953,"california","marin"
"7954",-122.463996887207,38.1246147155762,177,7954,"california","marin"
"7955",-122.469734191895,38.0787773132324,177,7955,"california","marin"
"7956",-122.48119354248,38.0558586120605,177,7956,"california","marin"
"7957",-122.48119354248,38.0272064208984,177,7957,"california","marin"
"7958",-122.469734191895,38.0214805603027,177,7958,"california","marin"
"7959",-122.44108581543,38.0100212097168,177,7959,"california","marin"
"7960",-122.429626464844,38.0042877197266,177,7960,"california","marin"
"7961",-122.429626464844,37.9871025085449,177,7961,"california","marin"
"7962",-122.458267211914,37.9813690185547,177,7962,"california","marin"
"7963",-122.463996887207,37.964183807373,177,7963,"california","marin"
"7964",-122.458267211914,37.9469947814941,177,7964,"california","marin"
"7965",-122.446807861328,37.9298057556152,177,7965,"california","marin"
"7966",-122.423889160156,37.9126167297363,177,7966,"california","marin"
"7967",-122.406700134277,37.9011573791504,177,7967,"california","marin"
"7968",-122.406700134277,37.8839683532715,177,7968,"california","marin"
"7969",-122.418167114258,37.8782386779785,177,7969,"california","marin"
"7970",-122.44108581543,37.8954315185547,177,7970,"california","marin"
"7971",-122.458267211914,37.9011573791504,177,7971,"california","marin"
"7972",-122.469734191895,37.8954315185547,177,7972,"california","marin"
"7973",-122.458267211914,37.8725128173828,177,7973,"california","marin"
"7974",-122.452545166016,37.8495941162109,177,7974,"california","marin"
"7975",-122.458267211914,37.8381309509277,177,7975,"california","marin"
"7976",-122.486915588379,37.8438606262207,177,7976,"california","marin"
"7977",-122.504104614258,37.8495941162109,177,7977,"california","marin"
"7978",-122.532760620117,37.8667793273926,177,7978,"california","marin"
"7979",-122.549942016602,37.8839683532715,177,7979,"california","marin"
"7980",-122.595779418945,37.8954315185547,177,7980,"california","marin"
"7981",-122.618698120117,37.9183502197266,177,7981,"california","marin"
"7982",-122.635879516602,37.9298057556152,177,7982,"california","marin"
"7983",-122.647346496582,37.9298057556152,177,7983,"california","marin"
"7984",-122.658805847168,37.9183502197266,177,7984,"california","marin"
"7985",-122.670265197754,37.9298057556152,177,7985,"california","marin"
"7986",-122.716094970703,37.9527244567871,177,7986,"california","marin"
"7987",-122.756202697754,37.969913482666,177,7987,"california","marin"
"7988",-122.77912902832,37.9985618591309,177,7988,"california","marin"
"7989",-122.830696105957,38.0272064208984,177,7989,"california","marin"
"7990",-122.876525878906,38.0386695861816,177,7990,"california","marin"
"7991",-122.882263183594,38.0501251220703,177,7991,"california","marin"
"7992",-122.887985229492,38.0730438232422,177,7992,"california","marin"
"7993",-122.922370910645,38.0558586120605,177,7993,"california","marin"
"7994",-122.93383026123,38.0214805603027,177,7994,"california","marin"
"7995",-122.945289611816,38.0100212097168,177,7995,"california","marin"
"7996",-122.968200683594,38.0042877197266,177,7996,"california","marin"
"7997",-122.985397338867,38.0214805603027,177,7997,"california","marin"
"7998",-122.97966003418,38.0558586120605,177,7998,"california","marin"
"7999",-122.951011657715,38.113151550293,177,7999,"california","marin"
"8000",-122.939552307129,38.1417999267578,177,8000,"california","marin"
"8001",-122.945289611816,38.1876373291016,177,8001,"california","marin"
"8002",-122.962478637695,38.2220153808594,177,8002,"california","marin"
"8003",-122.939552307129,38.2277450561523,177,8003,"california","marin"
"8004",-122.916633605957,38.1990966796875,177,8004,"california","marin"
"8005",-122.887985229492,38.1876373291016,177,8005,"california","marin"
"8006",-122.876525878906,38.1990966796875,177,8006,"california","marin"
"8007",-122.887985229492,38.2392044067383,177,8007,"california","marin"
"8008",-122.928092956543,38.2735786437988,177,8008,"california","marin"
"8009",-122.945289611816,38.3022308349609,177,8009,"california","marin"
"8011",-120.384162902832,37.6318664550781,178,8011,"california","mariposa"
"8012",-120.344055175781,37.6490592956543,178,8012,"california","mariposa"
"8013",-120.321128845215,37.65478515625,178,8013,"california","mariposa"
"8014",-120.321128845215,37.6777038574219,178,8014,"california","mariposa"
"8015",-120.355514526367,37.7120819091797,178,8015,"california","mariposa"
"8016",-120.332595825195,37.7350006103516,178,8016,"california","mariposa"
"8017",-120.275299072266,37.7292709350586,178,8017,"california","mariposa"
"8018",-120.200813293457,37.7579193115234,178,8018,"california","mariposa"
"8019",-120.172164916992,37.7865676879883,178,8019,"california","mariposa"
"8020",-120.126335144043,37.7693786621094,178,8020,"california","mariposa"
"8021",-120.10913848877,37.7865676879883,178,8021,"california","mariposa"
"8022",-120.080490112305,37.8094863891602,178,8022,"california","mariposa"
"8023",-120.034660339355,37.7922973632812,178,8023,"california","mariposa"
"8024",-119.885696411133,37.7636489868164,178,8024,"california","mariposa"
"8025",-119.857048034668,37.7751083374023,178,8025,"california","mariposa"
"8026",-119.834121704102,37.7636489868164,178,8026,"california","mariposa"
"8027",-119.788284301758,37.7693786621094,178,8027,"california","mariposa"
"8028",-119.639312744141,37.8209419250488,178,8028,"california","mariposa"
"8029",-119.622131347656,37.8667793273926,178,8029,"california","mariposa"
"8030",-119.530456542969,37.9068870544434,178,8030,"california","mariposa"
"8031",-119.392951965332,37.8495941162109,178,8031,"california","mariposa"
"8032",-119.347106933594,37.8266754150391,178,8032,"california","mariposa"
"8033",-119.335647583008,37.8037567138672,178,8033,"california","mariposa"
"8034",-119.301277160645,37.7922973632812,178,8034,"california","mariposa"
"8035",-119.295539855957,37.7751083374023,178,8035,"california","mariposa"
"8036",-119.335647583008,37.7521896362305,178,8036,"california","mariposa"
"8037",-119.576286315918,37.5573844909668,178,8037,"california","mariposa"
"8038",-119.576286315918,37.4943580627441,178,8038,"california","mariposa"
"8039",-119.61067199707,37.4943580627441,178,8039,"california","mariposa"
"8040",-119.61067199707,37.4657135009766,178,8040,"california","mariposa"
"8041",-119.645050048828,37.4599800109863,178,8041,"california","mariposa"
"8042",-119.645050048828,37.4198760986328,178,8042,"california","mariposa"
"8043",-119.753913879395,37.4141426086426,178,8043,"california","mariposa"
"8044",-119.885696411133,37.3110122680664,178,8044,"california","mariposa"
"8045",-120.017471313477,37.207878112793,178,8045,"california","mariposa"
"8046",-120.046119689941,37.1849594116211,178,8046,"california","mariposa"
"8047",-120.080490112305,37.2193412780762,178,8047,"california","mariposa"
"8048",-120.14924621582,37.2365264892578,178,8048,"california","mariposa"
"8049",-120.189361572266,37.2766342163086,178,8049,"california","mariposa"
"8050",-120.200813293457,37.3282012939453,178,8050,"california","mariposa"
"8051",-120.292488098145,37.4141426086426,178,8051,"california","mariposa"
"8052",-120.286758422852,37.4599800109863,178,8052,"california","mariposa"
"8053",-120.315406799316,37.4943580627441,178,8053,"california","mariposa"
"8054",-120.372695922852,37.5917587280273,178,8054,"california","mariposa"
"8055",-120.384162902832,37.6318664550781,178,8055,"california","mariposa"
"8057",-123.546890258789,40.0096435546875,179,8057,"california","mendocino"
"8058",-123.546890258789,40.0039138793945,179,8058,"california","mendocino"
"8059",-122.93383026123,40.0039138793945,179,8059,"california","mendocino"
"8060",-122.928092956543,39.9867248535156,179,8060,"california","mendocino"
"8061",-122.922370910645,39.9580764770508,179,8061,"california","mendocino"
"8062",-122.951011657715,39.9294281005859,179,8062,"california","mendocino"
"8063",-122.968200683594,39.91796875,179,8063,"california","mendocino"
"8064",-122.962478637695,39.8721351623535,179,8064,"california","mendocino"
"8065",-122.956741333008,39.8434867858887,179,8065,"california","mendocino"
"8066",-122.939552307129,39.8091087341309,179,8066,"california","mendocino"
"8067",-122.945289611816,39.7690010070801,179,8067,"california","mendocino"
"8068",-122.916633605957,39.7690010070801,179,8068,"california","mendocino"
"8069",-122.916633605957,39.7231636047363,179,8069,"california","mendocino"
"8070",-122.899444580078,39.7231636047363,179,8070,"california","mendocino"
"8071",-122.899444580078,39.642951965332,179,8071,"california","mendocino"
"8072",-122.887985229492,39.6257629394531,179,8072,"california","mendocino"
"8073",-122.882263183594,39.5856552124023,179,8073,"california","mendocino"
"8074",-122.887985229492,39.5398178100586,179,8074,"california","mendocino"
"8075",-123.036949157715,39.5283584594727,179,8075,"california","mendocino"
"8076",-123.077056884766,39.5111694335938,179,8076,"california","mendocino"
"8077",-123.094253540039,39.4309539794922,179,8077,"california","mendocino"
"8078",-123.036949157715,39.327823638916,179,8078,"california","mendocino"
"8079",-123.025505065918,39.2705268859863,179,8079,"california","mendocino"
"8080",-123.008308410645,39.2647972106934,179,8080,"california","mendocino"
"8081",-123.008308410645,39.2246894836426,179,8081,"california","mendocino"
"8082",-123.077056884766,39.1788520812988,179,8082,"california","mendocino"
"8083",-123.111442565918,39.1100997924805,179,8083,"california","mendocino"
"8084",-123.10572052002,39.0757217407227,179,8084,"california","mendocino"
"8085",-123.077056884766,39.0642623901367,179,8085,"california","mendocino"
"8086",-123.077056884766,39.0298881530762,179,8086,"california","mendocino"
"8087",-122.991119384766,39.0012359619141,179,8087,"california","mendocino"
"8088",-122.956741333008,38.9382133483887,179,8088,"california","mendocino"
"8089",-122.951011657715,38.9152946472168,179,8089,"california","mendocino"
"8090",-122.916633605957,38.9152946472168,179,8090,"california","mendocino"
"8091",-122.859336853027,38.875186920166,179,8091,"california","mendocino"
"8092",-122.813507080078,38.8637275695801,179,8092,"california","mendocino"
"8093",-122.876525878906,38.8637275695801,179,8093,"california","mendocino"
"8094",-123.071334838867,38.8637275695801,179,8094,"california","mendocino"
"8095",-123.077056884766,38.8465385437012,179,8095,"california","mendocino"
"8096",-123.128623962402,38.8465385437012,179,8096,"california","mendocino"
"8097",-123.128623962402,38.8178901672363,179,8097,"california","mendocino"
"8098",-123.357818603516,38.8121604919434,179,8098,"california","mendocino"
"8099",-123.357818603516,38.7892417907715,179,8099,"california","mendocino"
"8100",-123.466682434082,38.7777824401855,179,8100,"california","mendocino"
"8101",-123.478141784668,38.7548637390137,179,8101,"california","mendocino"
"8102",-123.495323181152,38.7777824401855,179,8102,"california","mendocino"
"8103",-123.535430908203,38.8064308166504,179,8103,"california","mendocino"
"8104",-123.569801330566,38.8293495178223,179,8104,"california","mendocino"
"8105",-123.58699798584,38.8637275695801,179,8105,"california","mendocino"
"8106",-123.64429473877,38.8866424560547,179,8106,"california","mendocino"
"8107",-123.690124511719,38.9324798583984,179,8107,"california","mendocino"
"8108",-123.718780517578,38.9611320495605,179,8108,"california","mendocino"
"8109",-123.707321166992,38.9955062866211,179,8109,"california","mendocino"
"8110",-123.684394836426,39.0413436889648,179,8110,"california","mendocino"
"8111",-123.67293548584,39.0757217407227,179,8111,"california","mendocino"
"8112",-123.73023223877,39.1616630554199,179,8112,"california","mendocino"
"8113",-123.787536621094,39.2762565612793,179,8113,"california","mendocino"
"8114",-123.804718017578,39.3450126647949,179,8114,"california","mendocino"
"8115",-123.810455322266,39.4366874694824,179,8115,"california","mendocino"
"8116",-123.787536621094,39.4997100830078,179,8116,"california","mendocino"
"8117",-123.758888244629,39.5627365112305,179,8117,"california","mendocino"
"8118",-123.764610290527,39.6200332641602,179,8118,"california","mendocino"
"8119",-123.758888244629,39.6658706665039,179,8119,"california","mendocino"
"8120",-123.776069641113,39.7002449035645,179,8120,"california","mendocino"
"8121",-123.804718017578,39.7518119812012,179,8121,"california","mendocino"
"8122",-123.804718017578,39.8091087341309,179,8122,"california","mendocino"
"8123",-123.856285095215,39.8606719970703,179,8123,"california","mendocino"
"8124",-123.902114868164,39.8721351623535,179,8124,"california","mendocino"
"8125",-123.913581848145,39.91796875,179,8125,"california","mendocino"
"8126",-123.947959899902,39.9523468017578,179,8126,"california","mendocino"
"8127",-123.976608276367,39.9752655029297,179,8127,"california","mendocino"
"8128",-123.999526977539,40.0096435546875,179,8128,"california","mendocino"
"8129",-123.546890258789,40.0096435546875,179,8129,"california","mendocino"
"8131",-120.533126831055,37.0359916687012,180,8131,"california","merced"
"8132",-120.899826049805,36.7380523681641,180,8132,"california","merced"
"8133",-120.934196472168,36.74951171875,180,8133,"california","merced"
"8134",-121.140464782715,36.8354568481445,180,8134,"california","merced"
"8135",-121.151931762695,36.8641052246094,180,8135,"california","merced"
"8136",-121.163391113281,36.9042129516602,180,8136,"california","merced"
"8137",-121.214958190918,36.9042129516602,180,8137,"california","merced"
"8138",-121.226402282715,36.9385871887207,180,8138,"california","merced"
"8139",-121.237869262695,36.9557762145996,180,8139,"california","merced"
"8140",-121.249328613281,36.9844245910645,180,8140,"california","merced"
"8141",-121.255065917969,37.0245323181152,180,8141,"california","merced"
"8142",-121.214958190918,37.058910369873,180,8142,"california","merced"
"8143",-121.214958190918,37.0760955810547,180,8143,"california","merced"
"8144",-121.243606567383,37.0818290710449,180,8144,"california","merced"
"8145",-121.249328613281,37.0875587463379,180,8145,"california","merced"
"8146",-121.226402282715,37.1104774475098,180,8146,"california","merced"
"8147",-121.226402282715,37.1391220092773,180,8147,"california","merced"
"8148",-121.197761535645,37.1563148498535,180,8148,"california","merced"
"8149",-121.043067932129,37.2766342163086,180,8149,"california","merced"
"8150",-120.96858215332,37.3339309692383,180,8150,"california","merced"
"8151",-120.985763549805,37.3912239074707,180,8151,"california","merced"
"8152",-120.705017089844,37.5058174133301,180,8152,"california","merced"
"8153",-120.441452026367,37.6089515686035,180,8153,"california","merced"
"8154",-120.384162902832,37.6318664550781,180,8154,"california","merced"
"8155",-120.372695922852,37.5917587280273,180,8155,"california","merced"
"8156",-120.315406799316,37.4943580627441,180,8156,"california","merced"
"8157",-120.286758422852,37.4599800109863,180,8157,"california","merced"
"8158",-120.292488098145,37.4141426086426,180,8158,"california","merced"
"8159",-120.200813293457,37.3282012939453,180,8159,"california","merced"
"8160",-120.189361572266,37.2766342163086,180,8160,"california","merced"
"8161",-120.14924621582,37.2365264892578,180,8161,"california","merced"
"8162",-120.080490112305,37.2193412780762,180,8162,"california","merced"
"8163",-120.046119689941,37.1849594116211,180,8163,"california","merced"
"8164",-120.086227416992,37.1735038757324,180,8164,"california","merced"
"8165",-120.114875793457,37.1563148498535,180,8165,"california","merced"
"8166",-120.189361572266,37.1677703857422,180,8166,"california","merced"
"8167",-120.26383972168,37.1677703857422,180,8167,"california","merced"
"8168",-120.309684753418,37.1563148498535,180,8168,"california","merced"
"8169",-120.344055175781,37.1276664733887,180,8169,"california","merced"
"8170",-120.401344299316,37.1219329833984,180,8170,"california","merced"
"8171",-120.464370727539,37.0990142822266,180,8171,"california","merced"
"8172",-120.51594543457,37.058910369873,180,8172,"california","merced"
"8173",-120.533126831055,37.0359916687012,180,8173,"california","merced"
"8175",-121.341003417969,41.2013931274414,181,8175,"california","modoc"
"8176",-121.46704864502,41.2013931274414,181,8176,"california","modoc"
"8177",-121.472785949707,42.0092658996582,181,8177,"california","modoc"
"8178",-120.888366699219,42.0207252502441,181,8178,"california","modoc"
"8179",-120.006011962891,42.0092658996582,181,8179,"california","modoc"
"8180",-120.006011962891,41.2013931274414,181,8180,"california","modoc"
"8181",-121.341003417969,41.2013931274414,181,8181,"california","modoc"
"8183",-119.140846252441,38.3996315002441,182,8183,"california","mono"
"8184",-118.418922424316,37.8839683532715,182,8184,"california","mono"
"8185",-117.84595489502,37.4771690368652,182,8185,"california","mono"
"8186",-118.75122833252,37.4657135009766,182,8186,"california","mono"
"8187",-118.768424987793,37.4771690368652,182,8187,"california","mono"
"8188",-118.785606384277,37.4943580627441,182,8188,"california","mono"
"8189",-118.848640441895,37.4828987121582,182,8189,"california","mono"
"8190",-118.940315246582,37.5631141662598,182,8190,"california","mono"
"8191",-118.980422973633,37.5631141662598,182,8191,"california","mono"
"8192",-119.014785766602,37.5803031921387,182,8192,"california","mono"
"8193",-119.026252746582,37.6204071044922,182,8193,"california","mono"
"8194",-119.06063079834,37.6719779968262,182,8194,"california","mono"
"8195",-119.106460571289,37.7292709350586,182,8195,"california","mono"
"8196",-119.163757324219,37.7350006103516,182,8196,"california","mono"
"8197",-119.209602355957,37.7292709350586,182,8197,"california","mono"
"8198",-119.232521057129,37.7235412597656,182,8198,"california","mono"
"8199",-119.266891479492,37.7464599609375,182,8199,"california","mono"
"8200",-119.249710083008,37.7636489868164,182,8200,"california","mono"
"8201",-119.186676025391,37.7922973632812,182,8201,"california","mono"
"8202",-119.215324401855,37.8152160644531,182,8202,"california","mono"
"8203",-119.186676025391,37.8495941162109,182,8203,"california","mono"
"8204",-119.215324401855,37.8610496520996,182,8204,"california","mono"
"8205",-119.209602355957,37.8954315185547,182,8205,"california","mono"
"8206",-119.301277160645,37.9412651062012,182,8206,"california","mono"
"8207",-119.318458557129,37.969913482666,182,8207,"california","mono"
"8208",-119.306999206543,38.0100212097168,182,8208,"california","mono"
"8209",-119.306999206543,38.0615882873535,182,8209,"california","mono"
